tag	i	q	k	actual
gamma	726	0.997455	10.154	5
gamma	727	0.997510	9.935	6
gamma	728	0.997580	9.657	8
gamma	729	0.997665	9.318	9
gamma	730	0.997730	9.059	4
gamma	731	0.997760	8.940	2
gamma	732	0.997780	8.860	2
gamma	733	0.997810	8.741	4
gamma	734	0.997850	8.582	4
gamma	735	0.997890	8.422	4
gamma	736	0.997935	8.243	5
gamma	737	0.997980	8.064	4
gamma	738	0.998020	7.904	4
gamma	739	0.998060	7.745	4
gamma	740	0.998095	7.605	3
gamma	741	0.998140	7.426	6
gamma	742	0.998195	7.207	5
gamma	743	0.998230	7.067	2
gamma	744	0.998255	6.968	3
gamma	745	0.998285	6.848	3
gamma	746	0.998315	6.729	3
gamma	747	0.998335	6.649	1
gamma	748	0.998365	6.529	5
gamma	749	0.998405	6.370	3
gamma	750	0.998440	6.230	4
gamma	751	0.998470	6.111	2
gamma	752	0.998490	6.031	2
gamma	753	0.998525	5.891	5
gamma	754	0.998555	5.772	1
gamma	755	0.998575	5.692	3
gamma	756	0.998615	5.532	5
gamma	757	0.998660	5.353	4
gamma	758	0.998690	5.233	2
gamma	759	0.998710	5.153	2
gamma	760	0.998740	5.034	4
gamma	761	0.998765	4.934	1
gamma	762	0.998785	4.854	3
gamma	763	0.998810	4.754	2
gamma	764	0.998835	4.655	3
gamma	765	0.998855	4.575	1
gamma	766	0.998870	4.515	2
gamma	767	0.998895	4.415	3
gamma	768	0.998920	4.315	2
gamma	769	0.998935	4.255	1
gamma	770	0.998950	4.196	2
gamma	771	0.998970	4.116	2
gamma	772	0.998985	4.056	1
gamma	773	0.999005	3.976	3
gamma	774	0.999025	3.896	1
gamma	775	0.999045	3.816	3
gamma	776	0.999065	3.737	1
gamma	777	0.999085	3.657	3
gamma	778	0.999110	3.557	2
gamma	779	0.999135	3.457	3
gamma	780	0.999160	3.357	2
gamma	781	0.999180	3.277	2
gamma	782	0.999200	3.197	2
gamma	783	0.999220	3.118	2
gamma	784	0.999240	3.038	2
gamma	785	0.999260	2.958	2
gamma	786	0.999280	2.878	2
gamma	787	0.999300	2.798	2
gamma	788	0.999315	2.738	1
gamma	789	0.999325	2.698	1
gamma	790	0.999335	2.658	1
gamma	791	0.999350	2.598	2
gamma	792	0.999365	2.538	1
gamma	793	0.999375	2.498	1
gamma	794	0.999390	2.439	2
gamma	795	0.999410	2.359	2
gamma	796	0.999425	2.299	1
gamma	797	0.999435	2.259	1
gamma	798	0.999445	2.219	1
gamma	799	0.999455	2.179	1
gamma	800	0.999470	2.119	2
gamma	801	0.999485	2.059	1
gamma	802	0.999495	2.019	1
gamma	803	0.999505	1.979	1
gamma	804	0.999515	1.939	1
gamma	805	0.999525	1.899	1
gamma	806	0.999535	1.859	1
gamma	807	0.999545	1.819	1
gamma	808	0.999555	1.779	1
gamma	809	0.999565	1.739	1
gamma	810	0.999575	1.699	1
gamma	811	0.999585	1.659	1
gamma	812	0.999595	1.619	1
gamma	813	0.999605	1.579	1
gamma	814	0.999615	1.539	1
gamma	815	0.999625	1.499	1
gamma	816	0.999635	1.459	1
gamma	817	0.999645	1.419	1
gamma	818	0.999655	1.380	1
gamma	819	0.999665	1.340	1
gamma	820	0.999675	1.300	1
gamma	821	0.999685	1.260	1
gamma	822	0.999695	1.220	1
gamma	823	0.999705	1.180	1
gamma	824	0.999715	1.140	1
gamma	825	0.999725	1.100	1
gamma	826	0.999735	1.060	1
gamma	827	0.999745	1.020	1
gamma	828	0.999755	0.980	1
gamma	829	0.999765	0.940	1
gamma	830	0.999775	0.900	1
gamma	831	0.999785	0.
